text,label
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản ""Lương & Thưởng"" trong Hợp đồng lao động:",Lương & Thưởng
"Công ty sẽ trả lương cho nhân viên một lần mỗi tháng, vào ngày 25 của tháng trước, vào tài khoản ngân hàng đã thông báo.",Lương & Thưởng
"Số lượng ngày làm việc tối đa trong một tuần là 40 giờ, trong đó bao gồm cả giờ làm thêm.",Lương & Thưởng
Lương cơ bản hàng tháng của nhân viên sẽ được công khai và thông báo trước ngày ký hợp đồng ít nhất 3 ngày làm việc.,Lương & Thưởng
Lương tháng đầu tiên sẽ được trả sau 10 ngày làm việc.,Lương & Thưởng
"Công ty sẽ tăng lương cơ bản hàng năm, tương đương 10% so với lương trước đó, bắt đầu từ ngày ký hợp đồng.",Lương & Thưởng
"Hợp đồng sẽ được xem xét gia hạn khi nhân viên đạt được thành tích tốt, đạt được mục tiêu đặt ra.",Lương & Thưởng
"Nhân viên sẽ được nhận thưởng một lần mỗi năm, vào ngày 31 tháng 12, tùy thuộc vào kết quả kinh doanh của công ty.",Lương & Thưởng
Mức lương tăng hàng năm sẽ được tính trên cơ sở lương cơ bản trước đó.,Lương & Thưởng
Lương giờ làm thêm sẽ được tính theo thời gian và gấp 200% so với lương cơ bản.,Lương & Thưởng
Thời gian làm thêm tối đa trong một tuần sẽ không quá 12 giờ.,Lương & Thưởng
Công ty sẽ cung cấp khoản vay lương lên đến 50% số lương cơ bản một lần.,Lương & Thưởng
Lương cơ bản hàng tháng sẽ được xác định dựa trên cơ sở mức lương tối thiểu theo quy định của pháp luật.,Lương & Thưởng
"Khoản thưởng cuối năm sẽ được chia theo tỷ lệ 60% cho nhân viên có thành tích tốt, 30% cho nhân viên đạt được mục tiêu đặt ra và 10% cho nhân viên có thành tích xuất sắc.",Lương & Thưởng
"Công ty sẽ cung cấp bảo hiểm nhân thọ cho nhân viên, với mức phí được trừ vào lương hàng tháng.",Lương & Thưởng
Mức lương cơ bản hàng tháng sẽ được tăng lên khi nhân viên được công nhận là nhân viên ưu tú.,Lương & Thưởng
Thời gian thử việc sẽ không được tính vào thời gian làm việc đã qua.,Lương & Thưởng
Công ty sẽ cung cấp khoản hỗ trợ chi phí đào tạo lên đến 50% số tiền đào tạo.,Lương & Thưởng
Số lượng ngày nghỉ phép một năm của nhân viên sẽ được xác định theo quy định của pháp luật.,Lương & Thưởng
Khoản tiền thưởng sẽ được tính dựa trên cơ sở mức doanh thu hàng năm của công ty.,Lương & Thưởng
Lương tháng cuối cùng sẽ được trả sau 5 ngày làm việc.,Lương & Thưởng
"Bao gồm các trường hợp tăng lương, thưởng, hỗ trợ và bảo hiểm, sẽ được thông báo trước khi ký hợp đồng ít nhất 7 ngày làm việc.",Lương & Thưởng
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản: ""Thời gian làm việc & Nghỉ ngơi"" trong Hợp đồng lao động:",Thời gian làm việc & Nghỉ ngơi
Thời gian làm việc của công ty bắt đầu từ 8h00 và kết thúc tại 17h00 hàng ngày.,Thời gian làm việc & Nghỉ ngơi
"Việc sắp xếp thời gian làm việc, nghỉ ngơi và các phúc lợi khác sẽ được điều chỉnh dựa trên nhu cầu của công ty.",Thời gian làm việc & Nghỉ ngơi
Nhân viên cần có mặt tại công ty trước 08h30 để làm thủ tục kiểm tra và chuẩn bị.,Thời gian làm việc & Nghỉ ngơi
Công ty có quyền yêu cầu nhân viên làm thêm giờ ngoài thời gian quy định nếu có yêu cầu từ phía khách hàng.,Thời gian làm việc & Nghỉ ngơi
"Thời gian làm thêm giờ không được quá 2 giờ/tuần, trừ trường hợp đặc biệt được sự đồng ý của người quản lý.",Thời gian làm việc & Nghỉ ngơi
Công ty sẽ đảm bảo cho nhân viên được nghỉ trưa từ 12h00 đến 13h00 mỗi ngày.,Thời gian làm việc & Nghỉ ngơi
Nhân viên cần phải có mặt tại công ty ít nhất 3 ngày trong tuần để đảm bảo quá trình công việc được thực hiện một cách trơn tru.,Thời gian làm việc & Nghỉ ngơi
Thời gian làm việc của công ty sẽ được điều chỉnh tùy theo nhu cầu của mùa vụ.,Thời gian làm việc & Nghỉ ngơi
Nhân viên cần làm việc hiệu suất cao để đáp ứng được yêu cầu của khách hàng.,Thời gian làm việc & Nghỉ ngơi
Thời gian làm thêm giờ sẽ được tính thêm vào thời gian làm việc của nhân viên vào cuối tháng.,Thời gian làm việc & Nghỉ ngơi
Công ty cam kết sẽ tạo điều kiện tốt nhất cho nhân viên nghỉ ngơi và làm việc trong môi trường chuyên nghiệp.,Thời gian làm việc & Nghỉ ngơi
"Nhân viên được phép nghỉ phép từ 2 đến 5 ngày trong 1 năm, tùy thuộc vào mức độ hoàn thành công việc.",Thời gian làm việc & Nghỉ ngơi
Công ty sẽ hỗ trợ nhân viên để giải quyết các vấn đề cá nhân xảy ra trong quá trình làm việc.,Thời gian làm việc & Nghỉ ngơi
Công ty sẽ không thể trả lương cho nhân viên nếu họ không có mặt tại công ty đúng giờ vào ngày làm việc.,Thời gian làm việc & Nghỉ ngơi
Nhân viên cần phải tuân thủ các quy định và quy trình làm việc đã được công ty nêu rõ để đảm bảo quá trình công việc được trơn tru.,Thời gian làm việc & Nghỉ ngơi
Thời gian làm việc của nhân viên trong 1 tháng sẽ bao gồm cả thời gian làm thêm.,Thời gian làm việc & Nghỉ ngơi
Công ty sẽ đảm bảo cho nhân viên được nghỉ phép năm vào ngày nghỉ lễ.,Thời gian làm việc & Nghỉ ngơi
Nhân viên được phép xin nghỉ phép không hưởng lương trong trường hợp khẩn cấp.,Thời gian làm việc & Nghỉ ngơi
"Công ty sẽ đưa ra các chương trình nghỉ mát, nghỉ dưỡng và các phúc lợi khác để khuyến khích nhân viên làm việc hiệu suất cao.",Thời gian làm việc & Nghỉ ngơi
Thời gian làm việc của nhân viên phải được thông báo cho công ty trước ít nhất 1 ngày để công ty có kế hoạch sắp xếp phù hợp.,Thời gian làm việc & Nghỉ ngơi
Công ty sẽ không thể trả lương cho nhân viên nếu họ không hoàn thành được nhiệm vụ công việc được giao.,Thời gian làm việc & Nghỉ ngơi
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản ""Bảo hiểm & Phúc lợi"" trong Hợp đồng lao động:",Bảo hiểm & Phúc lợi
"1. Công ty có trách nhiệm bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp cho nhân viên theo quy định của pháp luật và thỏa thuận này.",Bảo hiểm & Phúc lợi
2. Mức bảo hiểm xã hội và bảo hiểm y tế được tính trên mức lương cơ sở và các trợ cấp khác.,Bảo hiểm & Phúc lợi
"3. Công ty sẽ chi trả toàn bộ chi phí bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp cho nhân viên.",Bảo hiểm & Phúc lợi
4. Thời gian hưởng bảo hiểm xã hội và bảo hiểm y tế được tính từ ngày 01 tháng 01 đến ngày 31 tháng 12 hàng năm.,Bảo hiểm & Phúc lợi
5. Số tiền bảo hiểm thất nghiệp tối thiểu được tính là 03 tháng tiền lương cơ sở.,Bảo hiểm & Phúc lợi
"6. Công ty có trách nhiệm chi trả bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp cho nhân viên kể từ ngày ký kết hợp đồng lao động.",Bảo hiểm & Phúc lợi
"7. Số tiền bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp tối thiểu để chi trả hàng tháng là 500.000 đồng.",Bảo hiểm & Phúc lợi
8. Thời gian hưởng bảo hiểm xã hội và bảo hiểm y tế được tính kể từ ngày nhân viên bắt đầu làm việc.,Bảo hiểm & Phúc lợi
"9. Công ty có quyền thay đổi mức bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp cho nhân viên sau khi thông báo cho nhân viên biết.",Bảo hiểm & Phúc lợi
10. Số tiền bảo hiểm thất nghiệp tối đa được tính là 06 tháng tiền lương cơ sở.,Bảo hiểm & Phúc lợi
"11. Công ty có trách nhiệm chi trả các chi phí liên quan đến bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp cho nhân viên.",Bảo hiểm & Phúc lợi
12. Thời gian hưởng bảo hiểm xã hội và bảo hiểm y tế được tính kể từ ngày nhân viên kết thúc thời gian thử việc.,Bảo hiểm & Phúc lợi
"13. Số tiền bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp tối thiểu để chi trả hàng tháng sẽ được điều chỉnh theo quy định của pháp luật.",Bảo hiểm & Phúc lợi
14. Công ty có trách nhiệm bảo hiểm nhân thọ cho nhân viên kể từ ngày ký kết hợp đồng lao động.,Bảo hiểm & Phúc lợi
15. Số tiền bảo hiểm nhân thọ tối thiểu để chi trả hàng tháng là 200.000 đồng.,Bảo hiểm & Phúc lợi
16. Thời gian hưởng bảo hiểm nhân thọ được tính kể từ ngày nhân viên bắt đầu làm việc.,Bảo hiểm & Phúc lợi
17. Công ty có quyền thay đổi mức bảo hiểm nhân thọ cho nhân viên sau khi thông báo cho nhân viên biết.,Bảo hiểm & Phúc lợi
18. Số tiền bảo hiểm nhân thọ tối đa được tính là 03 tháng tiền lương cơ sở.,Bảo hiểm & Phúc lợi
19. Công ty có trách nhiệm chi trả các chi phí liên quan đến bảo hiểm nhân thọ cho nhân viên.,Bảo hiểm & Phúc lợi
20. Thời gian hưởng bảo hiểm nhân thọ được tính kể từ ngày nhân viên kết thúc thời gian thử việc.,Bảo hiểm & Phúc lợi
"Dưới đây là 20 câu văn bản thuộc về điều khoản ""Bảo mật & Cam kết"" trong Hợp đồng lao động:",Bảo mật & Cam kết
1. Người lao động cam kết không tiết lộ thông tin bí mật của công ty trong suốt thời gian làm việc 3 năm kể từ ngày ký hợp đồng.,Bảo mật & Cam kết
"2. Trong suốt thời gian làm việc 2 năm, người lao động không được phép tạo ra hoặc phát hành bất kỳ loại tài sản trí tuệ nào liên quan đến công ty.",Bảo mật & Cam kết
3. Người lao động có nghĩa vụ bảo mật thông tin cá nhân và tài chính của đồng nghiệp cũng như khách hàng doanh nghiệp.,Bảo mật & Cam kết
4. Hợp đồng này sẽ được giữ bí mật trong vòng 5 năm kể từ ngày ký kết.,Bảo mật & Cam kết
5. Người lao động không được phép sử dụng bất kỳ công nghệ hoặc thiết bị nào của công ty để thực hiện các mục đích cá nhân.,Bảo mật & Cam kết
6. Người lao động cam kết không tham gia bất kỳ hoạt động nào có thể gây hại cho uy tín và danh dự của công ty.,Bảo mật & Cam kết
"7. Trong thời gian thử việc 3 tháng, người lao động không được phép tiếp cận hoặc sử dụng bất kỳ thông tin bí mật nào của công ty.",Bảo mật & Cam kết
8. Người lao động phải cam kết không tiết lộ thông tin về kế hoạch kinh doanh và chiến lược phát triển của công ty cho bất kỳ ai.,Bảo mật & Cam kết
9. Người lao động có nghĩa vụ bảo vệ và giữ bí mật các tài liệu và tài sản trí tuệ của công ty.,Bảo mật & Cam kết
"10. Trong suốt thời gian làm việc, người lao động không được phép sử dụng bất kỳ tài liệu hoặc thông tin nào của công ty để thực hiện các mục đích cá nhân.",Bảo mật & Cam kết
11. Người lao động phải cam kết không tham gia bất kỳ hoạt động nào có thể gây hại cho công ty và các đối tác của nó.,Bảo mật & Cam kết
12. Hợp đồng này sẽ được giữ bí mật trong suốt thời gian làm việc của người lao động.,Bảo mật & Cam kết
13. Người lao động không được phép sử dụng bất kỳ công nghệ hoặc thiết bị nào của công ty để tham gia các hoạt động phi pháp.,Bảo mật & Cam kết
14. Người lao động có nghĩa vụ bảo vệ và giữ bí mật các thông tin về khách hàng của công ty.,Bảo mật & Cam kết
"15. Trong thời gian làm việc 1 năm, người lao động không được phép tạo ra hoặc phát hành bất kỳ loại tài sản trí tuệ nào liên quan đến công ty.",Bảo mật & Cam kết
16. Người lao động không được phép sử dụng bất kỳ tài liệu hoặc thông tin nào của công ty để tham gia các hoạt động phi pháp.,Bảo mật & Cam kết
17. Người lao động phải cam kết không tiết lộ thông tin về nhân viên của công ty cho bất kỳ ai.,Bảo mật & Cam kết
"18. Trong suốt thời gian làm việc, người lao động không được phép tiếp cận hoặc sử dụng bất kỳ thông tin bí mật nào của công ty.",Bảo mật & Cam kết
19. Người lao động có nghĩa vụ bảo vệ và giữ bí mật các thông tin về sản phẩm và dịch vụ của công ty.,Bảo mật & Cam kết
"20. Trong thời gian thử việc 6 tháng, người lao động không được phép sử dụng bất kỳ công nghệ hoặc thiết bị nào của công ty để thực hiện các mục đích cá nhân.",Bảo mật & Cam kết
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản ""Chấm dứt hợp đồng"" trong Hợp đồng lao động:",Chấm dứt hợp đồng
"Trong trường hợp [Tên công ty] cần phải chấm dứt hợp đồng lao động với nhân viên, công ty sẽ phải thông báo cho nhân viên trước ít nhất 3 tháng theo hợp đồng.",Chấm dứt hợp đồng
Hợp đồng lao động sẽ chấm dứt ngay lập tức nếu nhân viên vi phạm nội quy của công ty.,Chấm dứt hợp đồng
"Nếu có sự thay đổi lớn về kinh doanh hoặc tài chính, công ty có thể chấm dứt hợp đồng lao động một cách hợp lý.",Chấm dứt hợp đồng
"Khi chấm dứt hợp đồng lao động, công ty sẽ phải trả cho nhân viên đầy đủ tiền lương và các khoản tiền khác.",Chấm dứt hợp đồng
Hợp đồng lao động có thể chấm dứt một bên nếu có sự thay đổi lớn về tình hình kinh doanh.,Chấm dứt hợp đồng
Công ty có thể chấm dứt hợp đồng lao động nếu nhân viên không hoàn thành công việc được giao.,Chấm dứt hợp đồng
"Nếu nhân viên không hợp tác với công ty, hợp đồng lao động có thể bị chấm dứt.",Chấm dứt hợp đồng
"Trong trường hợp công ty bị phá sản, hợp đồng lao động sẽ chấm dứt ngay lập tức.",Chấm dứt hợp đồng
"Nếu nhân viên không có năng lực để làm việc, công ty có thể chấm dứt hợp đồng lao động.",Chấm dứt hợp đồng
Hợp đồng lao động có thể chấm dứt nếu công ty và nhân viên không thể đạt được thỏa thuận.,Chấm dứt hợp đồng
"Khi chấm dứt hợp đồng lao động, công ty sẽ phải trả cho nhân viên đầy đủ tiền trợ cấp.",Chấm dứt hợp đồng
Hợp đồng lao động có thể chấm dứt một bên nếu có sự sai sót trong hợp đồng.,Chấm dứt hợp đồng
"Nếu nhân viên sử dụng thông tin bí mật của công ty, hợp đồng lao động có thể bị chấm dứt.",Chấm dứt hợp đồng
"Trong trường hợp công ty muốn kết thúc hợp đồng lao động, công ty phải thông báo trước cho nhân viên ít nhất 30 ngày.",Chấm dứt hợp đồng
Hợp đồng lao động có thể chấm dứt nếu nhân viên không hoàn thành công việc được giao theo đúng hạn.,Chấm dứt hợp đồng
"Nếu có sự thay đổi lớn về chính sách của công ty, hợp đồng lao động có thể bị chấm dứt.",Chấm dứt hợp đồng
Công ty có thể chấm dứt hợp đồng lao động nếu nhân viên không đạt được kết quả mong muốn.,Chấm dứt hợp đồng
"Trong trường hợp công ty và nhân viên không thể đạt được thỏa thuận, hợp đồng lao động có thể bị chấm dứt.",Chấm dứt hợp đồng
Hợp đồng lao động sẽ chấm dứt ngay lập tức nếu có sự thay đổi lớn về tình hình kinh doanh hoặc tài chính.,Chấm dứt hợp đồng
"Khi chấm dứt hợp đồng lao động, công ty sẽ phải trả cho nhân viên đầy đủ tiền lương và các khoản tiền khác, kể cả tiền nghỉ phép và tiền năm thứ sáu làm việc.",Chấm dứt hợp đồng
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản ""Thông tin chung (Tiêu đề/Đại diện)"" trong Hợp đồng lao động:",Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này được lập vào ngày 01 tháng 01 năm 2023.,Thông tin chung (Tiêu đề/Đại diện)
"Chúng tôi là Công ty Cổ phần Phát triển Công nghệ Việt Nam, được gọi tắt là Công ty.",Thông tin chung (Tiêu đề/Đại diện)
"Liên quan đến thỏa thuận hợp tác, hai bên đã nhất trí và đồng ý lập hợp đồng này.",Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này được lập trên cơ sở thỏa thuận hợp tác giữa các bên.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi là đại diện cho Công ty Cổ phần Phát triển Công nghệ Việt Nam.,Thông tin chung (Tiêu đề/Đại diện)
"Công ty Cổ phần Phát triển Công nghệ Việt Nam có trụ sở tại số 123 phố Điện Biên Phủ, quận Ba Đình, Hà Nội.",Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi với vai trò là người đại diện cho Công ty Cổ phần Phát triển Công nghệ Việt Nam.,Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này áp dụng các quy định của pháp luật Việt Nam và được thực hiện trên địa bàn Hà Nội.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi đồng ý hợp tác trên cơ sở tôn trọng lẫn nhau và trao đổi thông tin.,Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này được ký kết giữa hai bên với mục đích hợp tác và trao đổi thông tin.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi là người đại diện hợp pháp cho Công ty Cổ phần Phát triển Công nghệ Việt Nam.,Thông tin chung (Tiêu đề/Đại diện)
"Trong quá trình thực hiện hợp đồng, các bên phải tôn trọng và thực hiện các quyền và nghĩa vụ của mình.",Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi là Công ty Cổ phần Phát triển Công nghệ Việt Nam có mã số thuế là 0101010123 do Tổng cục Thuế cấp.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi có quyền thay đổi người đại diện theo quyết định của Ban quản lý Công ty.,Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này có hiệu lực kể từ ngày 01 tháng 01 năm 2023.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi có nghĩa vụ bảo mật thông tin của Bên kia.,Thông tin chung (Tiêu đề/Đại diện)
Hợp đồng này được lập bằng tiếng Việt.,Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi có quyền yêu cầu Bên kia cung cấp thông tin cần thiết.,Thông tin chung (Tiêu đề/Đại diện)
"Trong trường hợp có tranh chấp, các bên sẽ giải quyết thông qua Hội đồng trọng tài.",Thông tin chung (Tiêu đề/Đại diện)
Chúng tôi cam kết thực hiện Hợp đồng này một cách trung thực và đầy đủ.,Thông tin chung (Tiêu đề/Đại diện)
"Dưới đây là 20 câu văn bản khác nhau thuộc về điều khoản ""Quyền & Nghĩa vụ chung"" trong Hợp đồng lao động:",Quyền & Nghĩa vụ chung
"Công ty và Cá nhân lao động xác lập quan hệ lao động dựa trên nguyên tắc tôn trọng, bình đẳng, tự nguyện và hợp tác.",Quyền & Nghĩa vụ chung
"Trong quá trình thực hiện hợp đồng lao động, Cá nhân lao động phải tuân thủ các quy định của pháp luật hiện hành và các quy định của công ty.",Quyền & Nghĩa vụ chung
"Công ty có quyền thay đổi, bổ sung hoặc sửa đổi quy định về lao động, nhưng phải thông báo cho Cá nhân lao động trước ít nhất 07 ngày làm việc.",Quyền & Nghĩa vụ chung
"Cá nhân lao động được hưởng các quyền lợi và chế độ theo thỏa thuận trong hợp đồng lao động, theo quy định của pháp luật.",Quyền & Nghĩa vụ chung
Cá nhân lao động có trách nhiệm giữ bí mật thông tin của công ty và bảo vệ tài sản của công ty.,Quyền & Nghĩa vụ chung
"Công ty có trách nhiệm tạo môi trường làm việc an toàn, lành mạnh và công bằng cho Cá nhân lao động.",Quyền & Nghĩa vụ chung
"Cá nhân lao động có quyền được đào tạo, huấn luyện và phát triển kỹ năng để nâng cao hiệu suất công việc.",Quyền & Nghĩa vụ chung
"Cá nhân lao động phải tuân thủ kỷ cương và kỷ luật trong công việc, không được vi phạm các quy định về an toàn, vệ sinh lao động.",Quyền & Nghĩa vụ chung
Công ty có quyền đình chỉ hoặc chấm dứt hợp đồng lao động khi Cá nhân lao động vi phạm các quy định của pháp luật hoặc quy định của công ty.,Quyền & Nghĩa vụ chung
"Cá nhân lao động có trách nhiệm báo cáo việc nhập ngũ, xuất ngũ hoặc nghỉ hộ con cho công ty theo quy định của pháp luật.",Quyền & Nghĩa vụ chung
"Trong thời gian Cá nhân lao động thực hiện nghĩa vụ quân sự, công ty có trách nhiệm tiếp tục trả lương cho Cá nhân lao động.",Quyền & Nghĩa vụ chung
Công ty có quyền thuê người ngoài để thực hiện công việc khi Cá nhân lao động đang trong thời gian nghỉ ốm hoặc bị thôi việc.,Quyền & Nghĩa vụ chung
Cá nhân lao động có trách nhiệm báo cáo kịp thời cho công ty về tình trạng sức khỏe và các vấn đề liên quan đến sức khỏe.,Quyền & Nghĩa vụ chung
Công ty có trách nhiệm bồi thường cho Cá nhân lao động khi xảy ra tai nạn lao động hoặc thương tích ở nơi làm việc.,Quyền & Nghĩa vụ chung
Cá nhân lao động không được sử dụng tài sản hoặc thông tin của công ty cho mục đích cá nhân hoặc lợi dụng để gây thiệt hại cho công ty.,Quyền & Nghĩa vụ chung
"Công ty có quyền yêu cầu Cá nhân lao động xuất trình các giấy tờ liên quan đến quá trình làm việc, bao gồm cả giấy phép, chứng chỉ, bằng cấp.",Quyền & Nghĩa vụ chung
"Cá nhân lao động phải tuân thủ các quy định về bảo vệ môi trường, phòng chống cháy nổ và an toàn lao động ở nơi làm việc.",Quyền & Nghĩa vụ chung
Công ty có quyền yêu cầu Cá nhân lao động chuyển đổi công việc hoặc vị trí làm việc khi công ty cần thay đổi hoặc phát triển hoạt động.,Quyền & Nghĩa vụ chung
"Cá nhân lao động có trách nhiệm giữ gìn danh dự và uy tín của công ty, cũng như tránh được bất kỳ hành vi nào có thể làm giảm uy tín của công ty.",Quyền & Nghĩa vụ chung
"Trong trường hợp Cá nhân lao động bị bắt giữ hoặc bị truy tố, công ty có quyền yêu cầu Cá nhân lao động cung cấp thông tin liên quan đến vụ việc một cách hợp lý.",Quyền & Nghĩa vụ chung
